Year,State,District,Water Level
2019-20,Assam,Karimganj,0 to 2 Post Monsoon (in mbgl)
2019-20,Jammu and Kashmir,Doda,0 to 2 Post Monsoon (in mbgl)
2019-20,West Bengal,Kolkata,2 to 5 Post Monsoon (in mbgl)
2019-20,Madhya Pradesh,Anuppur,5 to 10 Post Monsoon (in mbgl)
2020-21,Kerala,Alappuzha,0 to 2 Post Monsoon (in mbgl)
2019-20,Telangana,Nizamabad,2 to 5 Post Monsoon (in mbgl)
2019-20,Chhattisgarh,Balod,2 to 5 Post Monsoon (in mbgl)
2020-21,Jharkhand,Sahibganj,2 to 5 Post Monsoon (in mbgl)
2021-22,Bihar,Sheohar,2 to 5 Post Monsoon (in mbgl)
2020-21,Telangana,Khammam,2 to 5 Post Monsoon (in mbgl)
2021-22,Tamil Nadu,Nilgiris,0 to 2 Post Monsoon (in mbgl)
2021-22,Telangana,Peddapalli,2 to 5 Post Monsoon (in mbgl)
2021-22,Arunachal Pradesh,Longding,5 to 10 Post Monsoon (in mbgl)
2021-22,Kerala,Palakkad,2 to 5 Post Monsoon (in mbgl)
2021-22,West Bengal,Bardhaman,2 to 5 Post Monsoon (in mbgl)
2020-21,Himachal Pradesh,Una,2 to 5 Post Monsoon (in mbgl)
2020-21,Tripura,West Tripura,2 to 5 Post Monsoon (in mbgl)
2021-22,Rajasthan,Bhilwara,2 to 5 Post Monsoon (in mbgl)
2021-22,Meghalaya,North Garo Hills,2 to 5 Post Monsoon (in mbgl)
2020-21,Jharkhand,Garhwa,2 to 5 Post Monsoon (in mbgl)
2021-22,Madhya Pradesh,Khandwa,2 to 5 Post Monsoon (in mbgl)
2019-20,Haryana,Hisar,5 to 10 Post Monsoon (in mbgl)
2019-20,West Bengal,Paschim Bardhaman,2 to 5 Post Monsoon (in mbgl)
2021-22,Telangana,Jogulamba Gadwal,2 to 5 Post Monsoon (in mbgl)
2020-21,Tamil Nadu,Salem,2 to 5 Post Monsoon (in mbgl)
2019-20,Delhi,South-West Delhi,10 to 20 Post Monsoon (in mbgl)
2020-21,Jharkhand,Ramgarh,5 to 10 Post Monsoon (in mbgl)
2021-22,Madhya Pradesh,Mandsaur,2 to 5 Post Monsoon (in mbgl)
2021-22,Jharkhand,Gumla,2 to 5 Post Monsoon (in mbgl)
2021-22,Karnataka,Udupi,5 to 10 Post Monsoon (in mbgl)
2021-22,Rajasthan,Jodhpur,>40 Post Monsoon (in mbgl)
2021-22,Uttar Pradesh,Chitrakoot,10 to 20 Post Monsoon (in mbgl)
2019-20,Karnataka,Davangere,0 to 2 Post Monsoon (in mbgl)
2020-21,Chhattisgarh,Kondagaon,2 to 5 Post Monsoon (in mbgl)
2020-21,Tamil Nadu,Virudhunagar,5 to 10 Post Monsoon (in mbgl)
2019-20,Bihar,Supaul,2 to 5 Post Monsoon (in mbgl)
2020-21,Nagaland,Zunheboto,0 to 2 Post Monsoon (in mbgl)
2021-22,Karnataka,Haveri,0 to 2 Post Monsoon (in mbgl)
2019-20,Uttar Pradesh,Sant Kabir Nagar,2 to 5 Post Monsoon (in mbgl)
2019-20,Jharkhand,Palamu,2 to 5 Post Monsoon (in mbgl)
2021-22,Gujarat,Gandhinagar,20 to 40 Post Monsoon (in mbgl)
2020-21,Rajasthan,Jhalawar,5 to 10 Post Monsoon (in mbgl)
2021-22,Uttar Pradesh,Firozabad,10 to 20 Post Monsoon (in mbgl)
2020-21,Rajasthan,Dausa,20 to 40 Post Monsoon (in mbgl)
2019-20,Odisha,Subarnapur,2 to 5 Post Monsoon (in mbgl)
2021-22,Punjab,Faridkot,5 to 10 Post Monsoon (in mbgl)
2021-22,Chhattisgarh,Raipur,2 to 5 Post Monsoon (in mbgl)
2019-20,Meghalaya,East Khasi Hills,0 to 2 Post Monsoon (in mbgl)
2021-22,Tripura,Dhalai,2 to 5 Post Monsoon (in mbgl)
2021-22,Bihar,Aurangabad,2 to 5 Post Monsoon (in mbgl)
2020-21,Uttar Pradesh,Budaun,10 to 20 Post Monsoon (in mbgl)
2021-22,Tamil Nadu,Tiruppur,2 to 5 Post Monsoon (in mbgl)
2020-21,Madhya Pradesh,Guna,2 to 5 Post Monsoon (in mbgl)
2020-21,Rajasthan,Pratapgarh,2 to 5 Post Monsoon (in mbgl)
2020-21,Jammu and Kashmir,Reasi,0 to 2 Post Monsoon (in mbgl)
2019-20,Puducherry,Yanam,0 to 2 Post Monsoon (in mbgl)
2021-22,Madhya Pradesh,Sehore,5 to 10 Post Monsoon (in mbgl)
2019-20,Chhattisgarh,Kawardha/ Kabirdham,2 to 5 Post Monsoon (in mbgl)
2019-20,Arunachal Pradesh,Lower Dibang Valley,2 to 5 Post Monsoon (in mbgl)
2019-20,Assam,Jorhat,2 to 5 Post Monsoon (in mbgl)
2020-21,Jammu and Kashmir,Budgam,2 to 5 Post Monsoon (in mbgl)
2020-21,Bihar,Gaya,2 to 5 Post Monsoon (in mbgl)
2021-22,Maharashtra,Chandrapur,2 to 5 Post Monsoon (in mbgl)
2019-20,Andhra Pradesh,West Godavari,0 to 2 Post Monsoon (in mbgl)
2021-22,Daman and Diu,Diu,5 to 10 Post Monsoon (in mbgl)
2019-20,Uttar Pradesh,Moradabad,10 to 20 Post Monsoon (in mbgl)
2019-20,Uttar Pradesh,Kasganj,5 to 10 Post Monsoon (in mbgl)
2020-21,Telangana,Nirmal,5 to 10 Post Monsoon (in mbgl)
2020-21,Karnataka,Dakshina Kannada,5 to 10 Post Monsoon (in mbgl)
2020-21,Uttarakhand,Pithoragarh,10 to 20 Post Monsoon (in mbgl)
2020-21,Gujarat,Ahmedabad,2 to 5 Post Monsoon (in mbgl)
2021-22,Gujarat,Mahesana,10 to 20 Post Monsoon (in mbgl)
2019-20,Arunachal Pradesh,Dibang Valley,2 to 5 Post Monsoon (in mbgl)
2021-22,Jharkhand,Sahibganj,2 to 5 Post Monsoon (in mbgl)
2021-22,Madhya Pradesh,Singrauli,2 to 5 Post Monsoon (in mbgl)
2019-20,Madhya Pradesh,Damoh,2 to 5 Post Monsoon (in mbgl)
2020-21,Gujarat,Amreli,2 to 5 Post Monsoon (in mbgl)
2020-21,Assam,Barpeta,0 to 2 Post Monsoon (in mbgl)
2021-22,Arunachal Pradesh,Pakke Kessang,0 to 2 Post Monsoon (in mbgl)
2019-20,Jharkhand,Deoghar,5 to 10 Post Monsoon (in mbgl)
2021-22,Uttar Pradesh,Balrampur,0 to 2 Post Monsoon (in mbgl)
2019-20,Odisha,Nayagarh,2 to 5 Post Monsoon (in mbgl)
2020-21,Maharashtra,Amravati,0 to 2 Post Monsoon (in mbgl)
2021-22,Tamil Nadu,Sivaganga,0 to 2 Post Monsoon (in mbgl)
2021-22,Uttar Pradesh,Azamgarh,0 to 2 Post Monsoon (in mbgl)
2021-22,Gujarat,Tapi,2 to 5 Post Monsoon (in mbgl)
2020-21,Chhattisgarh,Mahasamund,2 to 5 Post Monsoon (in mbgl)
2019-20,Jharkhand,Bokaro,2 to 5 Post Monsoon (in mbgl)
2019-20,Uttar Pradesh,Jaunpur,5 to 10 Post Monsoon (in mbgl)
2020-21,Uttar Pradesh,Chandauli,2 to 5 Post Monsoon (in mbgl)
2020-21,Assam,Chirang,2 to 5 Post Monsoon (in mbgl)
2020-21,Madhya Pradesh,Harda,5 to 10 Post Monsoon (in mbgl)
2019-20,Jharkhand,Pakur,5 to 10 Post Monsoon (in mbgl)
2019-20,West Bengal,Uttar Dinajpur,5 to 10 Post Monsoon (in mbgl)
2020-21,Karnataka,Davangere,0 to 2 Post Monsoon (in mbgl)
2021-22,Telangana,Mahabubabad,2 to 5 Post Monsoon (in mbgl)
2021-22,Delhi,Shahdara,10 to 20 Post Monsoon (in mbgl)
2019-20,Bihar,Rohtas,2 to 5 Post Monsoon (in mbgl)
2020-21,Assam,Hojai,2 to 5 Post Monsoon (in mbgl)
2020-21,Ladakh,Leh,10 to 20 Post Monsoon (in mbgl)
2020-21,Telangana,Karimnagar,0 to 2 Post Monsoon (in mbgl)
2019-20,Karnataka,Chamarajanagar,5 to 10 Post Monsoon (in mbgl)
2021-22,Uttar Pradesh,Kaushambi,10 to 20 Post Monsoon (in mbgl)
2020-21,Jharkhand,Khunti,5 to 10 Post Monsoon (in mbgl)
2021-22,West Bengal,Alipurduar,2 to 5 Post Monsoon (in mbgl)
2019-20,Chhattisgarh,Koriya,2 to 5 Post Monsoon (in mbgl)
2019-20,Uttarakhand,Nainital,10 to 20 Post Monsoon (in mbgl)
2020-21,Tamil Nadu,Perambalur,5 to 10 Post Monsoon (in mbgl)
2019-20,Puducherry,Karaikal,0 to 2 Post Monsoon (in mbgl)
2020-21,Rajasthan,Mahi Banswara,2 to 5 Post Monsoon (in mbgl)
2020-21,Jammu and Kashmir,Kathua,0 to 2 Post Monsoon (in mbgl)
2019-20,Tamil Nadu,Chengalpattu,5 to 10 Post Monsoon (in mbgl)
2020-21,Andhra Pradesh,Prakasam,5 to 10 Post Monsoon (in mbgl)
2020-21,Jharkhand,Godda,2 to 5 Post Monsoon (in mbgl)
2021-22,Madhya Pradesh,Dhar,2 to 5 Post Monsoon (in mbgl)
2021-22,Haryana,Faridabad,20 to 40 Post Monsoon (in mbgl)
2019-20,Meghalaya,Ri-Bhoi,2 to 5 Post Monsoon (in mbgl)
2019-20,Rajasthan,Sawai Madhopur,10 to 20 Post Monsoon (in mbgl)
2021-22,Chhattisgarh,Bilaspur,2 to 5 Post Monsoon (in mbgl)
2020-21,Tamil Nadu,Madurai,5 to 10 Post Monsoon (in mbgl)
2020-21,Bihar,Sheohar,0 to 2 Post Monsoon (in mbgl)
2019-20,Haryana,Jhajjar,2 to 5 Post Monsoon (in mbgl)
2020-21,Andhra Pradesh,Kurnool,2 to 5 Post Monsoon (in mbgl)
2021-22,Tamil Nadu,Tiruvannamalai,2 to 5 Post Monsoon (in mbgl)
2019-20,Bihar,Saran,2 to 5 Post Monsoon (in mbgl)
2019-20,Odisha,Malkangiri,2 to 5 Post Monsoon (in mbgl)
2019-20,Karnataka,Mandya,2 to 5 Post Monsoon (in mbgl)
2019-20,Telangana,Peddapalli,2 to 5 Post Monsoon (in mbgl)
2020-21,Bihar,Samastipur,2 to 5 Post Monsoon (in mbgl)
2019-20,Rajasthan,Alwar,20 to 40 Post Monsoon (in mbgl)
2019-20,Assam,Bongaigaon,2 to 5 Post Monsoon (in mbgl)
2020-21,Rajasthan,Rajsamand,2 to 5 Post Monsoon (in mbgl)
2021-22,Punjab,Pathankot,10 to 20 Post Monsoon (in mbgl)
2021-22,Andaman and Nicobar Islands,Havelock Island,0 to 2 Post Monsoon (in mbgl)
2021-22,West Bengal,Paschim Barddhaman,0 to 2 Post Monsoon (in mbgl)
2020-21,Madhya Pradesh,Hoshangabad,5 to 10 Post Monsoon (in mbgl)
2019-20,Goa,Tiswadi,2 to 5 Post Monsoon (in mbgl)
2021-22,Bihar,Katihar,2 to 5 Post Monsoon (in mbgl)
2021-22,Odisha,Puri,2 to 5 Post Monsoon (in mbgl)
2020-21,Bihar,Kaimur,2 to 5 Post Monsoon (in mbgl)
2021-22,Gujarat,Rajkot,2 to 5 Post Monsoon (in mbgl)
2019-20,Jharkhand,Ranchi,2 to 5 Post Monsoon (in mbgl)
2020-21,Arunachal Pradesh,Upper Siang,5 to 10 Post Monsoon (in mbgl)
2019-20,Madhya Pradesh,Satna,5 to 10 Post Monsoon (in mbgl)
2020-21,Uttar Pradesh,Sant Ravidas Nagar,2 to 5 Post Monsoon (in mbgl)
2021-22,Haryana,Palwal,20 to 40 Post Monsoon (in mbgl)
2021-22,Uttar Pradesh,Bulandshahr,5 to 10 Post Monsoon (in mbgl)
2019-20,Tamil Nadu,Ramanathapuram,0 to 2 Post Monsoon (in mbgl)
2020-21,Punjab,Moga,20 to 40 Post Monsoon (in mbgl)
2019-20,Bihar,Kishanganj,2 to 5 Post Monsoon (in mbgl)
2021-22,Arunachal Pradesh,Dibang Valley,2 to 5 Post Monsoon (in mbgl)
2021-22,Chhattisgarh,Narayanpur,2 to 5 Post Monsoon (in mbgl)
2021-22,Punjab,Kapurthala,20 to 40 Post Monsoon (in mbgl)
2021-22,Maharashtra,Amravati,2 to 5 Post Monsoon (in mbgl)
2021-22,Arunachal Pradesh,East Siang,0 to 2 Post Monsoon (in mbgl)
2021-22,Arunachal Pradesh,Lower Subansiri,2 to 5 Post Monsoon (in mbgl)
2019-20,Jharkhand,Simdega,5 to 10 Post Monsoon (in mbgl)
2020-21,Odisha,Balangir,2 to 5 Post Monsoon (in mbgl)
2020-21,Uttar Pradesh,Lakhimpur Kheri,2 to 5 Post Monsoon (in mbgl)
2021-22,Jammu and Kashmir,Kupwara,0 to 2 Post Monsoon (in mbgl)
2019-20,Uttar Pradesh,Farrukhabad,10 to 20 Post Monsoon (in mbgl)
2021-22,Andhra Pradesh,Nellore,0 to 2 Post Monsoon (in mbgl)
2021-22,Chhattisgarh,Mahasamund,2 to 5 Post Monsoon (in mbgl)
2020-21,Tripura,Dhalai,0 to 2 Post Monsoon (in mbgl)
2020-21,Bihar,Munger,2 to 5 Post Monsoon (in mbgl)
2020-21,Uttar Pradesh,Barabanki,2 to 5 Post Monsoon (in mbgl)
2021-22,Uttar Pradesh,Chandauli,0 to 2 Post Monsoon (in mbgl)
2021-22,Jammu and Kashmir,Bandipora,2 to 5 Post Monsoon (in mbgl)
2019-20,Karnataka,Udupi,5 to 10 Post Monsoon (in mbgl)
2019-20,West Bengal,Darjeeling,2 to 5 Post Monsoon (in mbgl)
2021-22,Chhattisgarh,Dantewada,2 to 5 Post Monsoon (in mbgl)
2019-20,Delhi,North-East Delhi,2 to 5 Post Monsoon (in mbgl)
2020-21,Chhattisgarh,Janjgir-Champa,2 to 5 Post Monsoon (in mbgl)
2019-20,Uttar Pradesh,Mirzapur,10 to 20 Post Monsoon (in mbgl)
2019-20,Kerala,Malappuram,5 to 10 Post Monsoon (in mbgl)
2020-21,Nagaland,Dimapur,2 to 5 Post Monsoon (in mbgl)
2021-22,West Bengal,Cooch Behar,0 to 2 Post Monsoon (in mbgl)
2019-20,Maharashtra,Akola,10 to 20 Post Monsoon (in mbgl)
2019-20,Madhya Pradesh,Dewas,5 to 10 Post Monsoon (in mbgl)
2020-21,Haryana,Fatehabad,20 to 40 Post Monsoon (in mbgl)
2020-21,Maharashtra,Kolhapur,0 to 2 Post Monsoon (in mbgl)
2019-20,Assam,Baksa,2 to 5 Post Monsoon (in mbgl)
2019-20,Assam,Kokrajhar,2 to 5 Post Monsoon (in mbgl)
2019-20,Bihar,Madhepura,2 to 5 Post Monsoon (in mbgl)
2021-22,Bihar,Samastipur,2 to 5 Post Monsoon (in mbgl)
2019-20,Bihar,Muzaffarpur,2 to 5 Post Monsoon (in mbgl)
2021-22,Karnataka,Gulbarga,0 to 2 Post Monsoon (in mbgl)
2020-21,Madhya Pradesh,Jhabua,2 to 5 Post Monsoon (in mbgl)
2019-20,Jharkhand,Lohardaga,2 to 5 Post Monsoon (in mbgl)
2020-21,Madhya Pradesh,Satna,2 to 5 Post Monsoon (in mbgl)
2020-21,Rajasthan,Udaipur,2 to 5 Post Monsoon (in mbgl)
2021-22,Maharashtra,Raigad,0 to 2 Post Monsoon (in mbgl)
2019-20,Punjab,Fazilka,0 to 2 Post Monsoon (in mbgl)
2019-20,Rajasthan,Churu,20 to 40 Post Monsoon (in mbgl)
2019-20,Uttar Pradesh,Bijnor,10 to 20 Post Monsoon (in mbgl)
2020-21,Bihar,Saran,2 to 5 Post Monsoon (in mbgl)
2020-21,Telangana,Nizamabad,2 to 5 Post Monsoon (in mbgl)
2020-21,Himachal Pradesh,Chamba,N.A. Post Monsoon (in mbgl)
2021-22,Meghalaya,South West Garo Hills,2 to 5 Post Monsoon (in mbgl)
2020-21,Himachal Pradesh,Hamirpur,2 to 5 Post Monsoon (in mbgl)
2021-22,Madhya Pradesh,Chhatarpur,5 to 10 Post Monsoon (in mbgl)
2020-21,Arunachal Pradesh,Lohit,2 to 5 Post Monsoon (in mbgl)
2021-22,Punjab,Sangrur,20 to 40 Post Monsoon (in mbgl)
2019-20,Andaman and Nicobar Islands,South Andaman,0 to 2 Post Monsoon (in mbgl)
2019-20,Karnataka,Koppal,5 to 10 Post Monsoon (in mbgl)
2020-21,Odisha,Nabarangapur,2 to 5 Post Monsoon (in mbgl)
2021-22,West Bengal,Paschim Medinipur,2 to 5 Post Monsoon (in mbgl)
2019-20,Himachal Pradesh,Lahul & Spiti,N.A. Post Monsoon (in mbgl)
2019-20,Maharashtra,Nandurbar,5 to 10 Post Monsoon (in mbgl)
2020-21,Jammu and Kashmir,Anantnag,10 to 20 Post Monsoon (in mbgl)
2019-20,Uttar Pradesh,Lucknow,10 to 20 Post Monsoon (in mbgl)
2019-20,Odisha,Ganjam,0 to 2 Post Monsoon (in mbgl)
2020-21,Uttar Pradesh,Farrukhabad,10 to 20 Post Monsoon (in mbgl)
2020-21,Uttar Pradesh,Lucknow,10 to 20 Post Monsoon (in mbgl)
2021-22,Chhattisgarh,Bemetara,2 to 5 Post Monsoon (in mbgl)
2021-22,Uttar Pradesh,Ghaziabad,5 to 10 Post Monsoon (in mbgl)
2021-22,Andhra Pradesh,Krishna,0 to 2 Post Monsoon (in mbgl)
2019-20,Madhya Pradesh,Bhopal,5 to 10 Post Monsoon (in mbgl)
2021-22,Uttar Pradesh,Barabanki,0 to 2 Post Monsoon (in mbgl)
2021-22,Delhi,Central Delhi,5 to 10 Post Monsoon (in mbgl)
2020-21,Bihar,Bhagalpur,2 to 5 Post Monsoon (in mbgl)
2021-22,Uttar Pradesh,Sultanpur,0 to 2 Post Monsoon (in mbgl)
2020-21,Meghalaya,Ri Bhoi,0 to 2 Post Monsoon (in mbgl)
2020-21,Tamil Nadu,Viluppuram,5 to 10 Post Monsoon (in mbgl)
2019-20,Tamil Nadu,Salem,5 to 10 Post Monsoon (in mbgl)
2020-21,West Bengal,Nadia,2 to 5 Post Monsoon (in mbgl)
2020-21,Uttar Pradesh,Ghaziabad,5 to 10 Post Monsoon (in mbgl)
2019-20,Maharashtra,Amravati,5 to 10 Post Monsoon (in mbgl)
2020-21,Uttar Pradesh,Etawah,20 to 40 Post Monsoon (in mbgl)
2019-20,Bihar,Aurangabad,2 to 5 Post Monsoon (in mbgl)
2020-21,Andhra Pradesh,Krishna,2 to 5 Post Monsoon (in mbgl)
2021-22,Telangana,Rajanna Sircilla,2 to 5 Post Monsoon (in mbgl)
2021-22,Jharkhand,Dhanbad,2 to 5 Post Monsoon (in mbgl)
2021-22,Dadra and Nagar Haveli,Dadra and Nagar Haveli,2 to 5 Post Monsoon (in mbgl)
2021-22,Madhya Pradesh,Guna,2 to 5 Post Monsoon (in mbgl)
2021-22,Tripura,Gomati,2 to 5 Post Monsoon (in mbgl)
2021-22,Uttar Pradesh,Hapur,10 to 20 Post Monsoon (in mbgl)
2020-21,Jharkhand,Ranchi,2 to 5 Post Monsoon (in mbgl)
2019-20,Telangana,Medak,10 to 20 Post Monsoon (in mbgl)
2019-20,Assam,Dhemaji,0 to 2 Post Monsoon (in mbgl)
2019-20,Assam,Dibrugarh,2 to 5 Post Monsoon (in mbgl)
2019-20,Jharkhand,Garhwa,2 to 5 Post Monsoon (in mbgl)
2021-22,Haryana,Panchkula,2 to 5 Post Monsoon (in mbgl)
2019-20,Telangana,Warangal Urban,2 to 5 Post Monsoon (in mbgl)
2020-21,Daman and Diu,Daman,0 to 2 Post Monsoon (in mbgl)
2019-20,Bihar,Munger,2 to 5 Post Monsoon (in mbgl)
2021-22,Karnataka,Kodagu,5 to 10 Post Monsoon (in mbgl)
2019-20,Punjab,Faridkot,5 to 10 Post Monsoon (in mbgl)
2019-20,Jammu and Kashmir,Ganderbal,0 to 2 Post Monsoon (in mbgl)
2021-22,Uttar Pradesh,Baghpat,20 to 40 Post Monsoon (in mbgl)
2019-20,Uttar Pradesh,Sambhal,10 to 20 Post Monsoon (in mbgl)
2021-22,Uttar Pradesh,Jhansi,5 to 10 Post Monsoon (in mbgl)
2019-20,Kerala,Wayanad,5 to 10 Post Monsoon (in mbgl)
2020-21,Uttar Pradesh,Ambedkar Nagar,2 to 5 Post Monsoon (in mbgl)
2021-22,Uttar Pradesh,Varanasi,5 to 10 Post Monsoon (in mbgl)
2019-20,Arunachal Pradesh,Changlang,2 to 5 Post Monsoon (in mbgl)
2019-20,Telangana,Medchal-Malkajgiri,10 to 20 Post Monsoon (in mbgl)
2019-20,Andhra Pradesh,Chittoor,5 to 10 Post Monsoon (in mbgl)
2019-20,Arunachal Pradesh,Kra Daadi,0 to 2 Post Monsoon (in mbgl)
2021-22,Jharkhand,Pakur,2 to 5 Post Monsoon (in mbgl)
2021-22,Uttar Pradesh,Saharanpur,5 to 10 Post Monsoon (in mbgl)
2020-21,Maharashtra,Bhandara,0 to 2 Post Monsoon (in mbgl)
2021-22,Assam,Nagaon,2 to 5 Post Monsoon (in mbgl)
2019-20,Haryana,Mewat,2 to 5 Post Monsoon (in mbgl)
2021-22,Assam,Majuli,0 to 2 Post Monsoon (in mbgl)
2021-22,West Bengal,Hooghly,5 to 10 Post Monsoon (in mbgl)
2019-20,Jharkhand,Khunti,5 to 10 Post Monsoon (in mbgl)
2019-20,Karnataka,Kolar,2 to 5 Post Monsoon (in mbgl)
2020-21,Chhattisgarh,Bilaspur,2 to 5 Post Monsoon (in mbgl)
2021-22,Rajasthan,Chittorgarh,5 to 10 Post Monsoon (in mbgl)
2019-20,Maharashtra,Yavatmal,5 to 10 Post Monsoon (in mbgl)
2019-20,Maharashtra,Gadchiroli,2 to 5 Post Monsoon (in mbgl)
2021-22,Chhattisgarh,Bijapur,2 to 5 Post Monsoon (in mbgl)
2020-21,Haryana,Faridabad,20 to 40 Post Monsoon (in mbgl)
2020-21,West Bengal,Murshidabad,5 to 10 Post Monsoon (in mbgl)
2021-22,Nagaland,Kohima,0 to 2 Post Monsoon (in mbgl)
2019-20,Tamil Nadu,Nilgiris,2 to 5 Post Monsoon (in mbgl)
2020-21,Tripura,Gomati,2 to 5 Post Monsoon (in mbgl)
2021-22,Assam,Charaideo,0 to 2 Post Monsoon (in mbgl)
2021-22,Madhya Pradesh,Shajapur,0 to 2 Post Monsoon (in mbgl)
2021-22,Jharkhand,Giridih,2 to 5 Post Monsoon (in mbgl)
2019-20,West Bengal,Murshidabad,5 to 10 Post Monsoon (in mbgl)
2021-22,Uttar Pradesh,Bhadohi,10 to 20 Post Monsoon (in mbgl)
2019-20,Uttar Pradesh,Bulandshahr,5 to 10 Post Monsoon (in mbgl)
2019-20,Bihar,East Champaran,2 to 5 Post Monsoon (in mbgl)
2020-21,Goa,Satari,10 to 20 Post Monsoon (in mbgl)
2019-20,Punjab,Barnala,20 to 40 Post Monsoon (in mbgl)
2020-21,West Bengal,South 24 Parganas,5 to 10 Post Monsoon (in mbgl)
2021-22,Odisha,Jagatsinghapur,0 to 2 Post Monsoon (in mbgl)
2020-21,Uttar Pradesh,Gorakhpur,2 to 5 Post Monsoon (in mbgl)
2019-20,Tamil Nadu,Tenkasi,2 to 5 Post Monsoon (in mbgl)
2019-20,Punjab,Sas Nagar/Mohali,20 to 40 Post Monsoon (in mbgl)
2019-20,Rajasthan,Kota,5 to 10 Post Monsoon (in mbgl)
2020-21,Goa,Tiswadi,2 to 5 Post Monsoon (in mbgl)
2021-22,Bihar,Nawada,2 to 5 Post Monsoon (in mbgl)
2019-20,Uttar Pradesh,Mahoba,2 to 5 Post Monsoon (in mbgl)
2020-21,Karnataka,Gadag,2 to 5 Post Monsoon (in mbgl)
2020-21,Maharashtra,Sindhudurg,0 to 2 Post Monsoon (in mbgl)
2021-22,Tamil Nadu,Perambalur,0 to 2 Post Monsoon (in mbgl)
2020-21,Assam,Charaideo,0 to 2 Post Monsoon (in mbgl)
2020-21,Chhattisgarh,Narayanpur,2 to 5 Post Monsoon (in mbgl)
2020-21,Haryana,Hisar,5 to 10 Post Monsoon (in mbgl)
2020-21,Madhya Pradesh,Datia,2 to 5 Post Monsoon (in mbgl)
2020-21,Punjab,Bathinda,10 to 20 Post Monsoon (in mbgl)
2019-20,Jammu and Kashmir,Samba,2 to 5 Post Monsoon (in mbgl)
2021-22,Andaman and Nicobar Islands,North Andaman,0 to 2 Post Monsoon (in mbgl)
2021-22,Assam,Kamrup,0 to 2 Post Monsoon (in mbgl)
2021-22,Uttar Pradesh,Sambhal,10 to 20 Post Monsoon (in mbgl)
2019-20,Uttar Pradesh,Gonda,2 to 5 Post Monsoon (in mbgl)
2019-20,West Bengal,Malda,2 to 5 Post Monsoon (in mbgl)
2021-22,Tamil Nadu,Chennai,0 to 2 Post Monsoon (in mbgl)
2020-21,Uttar Pradesh,Shravasti,0 to 2 Post Monsoon (in mbgl)
2021-22,Kerala,Pathanamthitta,0 to 2 Post Monsoon (in mbgl)
2021-22,Kerala,Ernakulam,2 to 5 Post Monsoon (in mbgl)
2019-20,Haryana,Charkhi Dadri,>40 Post Monsoon (in mbgl)
2019-20,Uttar Pradesh,Pilibhit,2 to 5 Post Monsoon (in mbgl)
2020-21,Assam,Biswanath,0 to 2 Post Monsoon (in mbgl)
2019-20,West Bengal,Kalimpong,2 to 5 Post Monsoon (in mbgl)
2021-22,Gujarat,Bharuch,2 to 5 Post Monsoon (in mbgl)
2021-22,Himachal Pradesh,Solan,10 to 20 Post Monsoon (in mbgl)
2020-21,Haryana,Jhajjar,2 to 5 Post Monsoon (in mbgl)
2020-21,Odisha,Boudh,2 to 5 Post Monsoon (in mbgl)
2020-21,Madhya Pradesh,Chhindwara,2 to 5 Post Monsoon (in mbgl)
2020-21,Uttar Pradesh,Bhadohi,10 to 20 Post Monsoon (in mbgl)
2019-20,Gujarat,Surendranagar,2 to 5 Post Monsoon (in mbgl)
2019-20,Jammu and Kashmir,Jammu,2 to 5 Post Monsoon (in mbgl)
2020-21,Gujarat,Kheda,5 to 10 Post Monsoon (in mbgl)
2021-22,Haryana,Hisar,5 to 10 Post Monsoon (in mbgl)
2020-21,Meghalaya,East Khasi Hills,0 to 2 Post Monsoon (in mbgl)
2020-21,Rajasthan,Jhunjhunu,>40 Post Monsoon (in mbgl)
2021-22,Odisha,Ganjam,0 to 2 Post Monsoon (in mbgl)
2019-20,Odisha,Nuapada,2 to 5 Post Monsoon (in mbgl)
2021-22,Odisha,Khordha,2 to 5 Post Monsoon (in mbgl)
2019-20,Arunachal Pradesh,Papum Pare,0 to 2 Post Monsoon (in mbgl)
2019-20,Haryana,Gurgaon/Gururgram,20 to 40 Post Monsoon (in mbgl)
2020-21,Arunachal Pradesh,West Siang,0 to 2 Post Monsoon (in mbgl)
2020-21,Karnataka,Raichur,0 to 2 Post Monsoon (in mbgl)
2020-21,Telangana,Nalgonda,2 to 5 Post Monsoon (in mbgl)
2019-20,Telangana,Rajanna Sircilla,2 to 5 Post Monsoon (in mbgl)
2020-21,Rajasthan,Nagaur,20 to 40 Post Monsoon (in mbgl)
2020-21,Jharkhand,Dumka,2 to 5 Post Monsoon (in mbgl)
2019-20,Assam,Lakhimpur,0 to 2 Post Monsoon (in mbgl)
2021-22,Himachal Pradesh,Kinnaur,5 to 10 Post Monsoon (in mbgl)
2021-22,Karnataka,Yadgir,2 to 5 Post Monsoon (in mbgl)
2021-22,Assam,Dhubri,2 to 5 Post Monsoon (in mbgl)
2021-22,Puducherry,Puducherry,0 to 2 Post Monsoon (in mbgl)
2020-21,Chhattisgarh,Kawardha/ Kabirdham,2 to 5 Post Monsoon (in mbgl)
2021-22,Karnataka,Bangalore Rural,0 to 2 Post Monsoon (in mbgl)
2021-22,Madhya Pradesh,Morena,20 to 40 Post Monsoon (in mbgl)
2021-22,Tamil Nadu,Theni,5 to 10 Post Monsoon (in mbgl)
